Raw Data 		Experiment - HL60 _U937_Kokultur Bine _1_IL10_090113 (Run on LCS480 1.5.0.39)
SamplePos	SampleName	Prog#	Seg#	Cycle#	Time	Temp	465-510
B11	Sample_12	2	3	32	3126683	71.67	21.64
B11	Sample_12	2	3	33	3205266	71.67	41297
B11	Sample_12	2	3	34	3283766	71.67	24.45
B11	Sample_12	2	3	35	3362366	71.67	25.86
B11	Sample_12	2	3	36	3440966	71.67	27.25
B11	Sample_12	2	3	37	3519566	71.67	28.51
B11	Sample_12	2	3	38	3598166	71.67	29.60
B11	Sample_12	2	3	39	3676750	71.67	30.65
B11	Sample_12	2	3	40	3755266	71.67	31.27
B11	Sample_12	2	3	41	3833866	71.67	31.77
B11	Sample_12	2	3	42	3912466	71.67	32.15
B11	Sample_12	2	3	43	3991050	71.67	32.30
B11	Sample_12	2	3	44	4069550	71.67	32.72
B11	Sample_12	2	3	45	4148150	71.67	32.96
B12	Sample_12	2	3	1	691600	71.79	41512
B12	Sample_12	2	3	2	770133	71.64	26.35
B12	Sample_12	2	3	3	848716	71.64	26.21
B12	Sample_12	2	3	4	927233	71.67	26.27
B12	Sample_12	2	3	5	1005816	71.67	26.22
B12	Sample_12	2	3	6	1084316	71.67	26.15
B12	Sample_12	2	3	7	1162916	71.67	26.21
B12	Sample_12	2	3	8	1241416	71.67	26.25
B12	Sample_12	2	3	9	1320000	71.67	26.21
B12	Sample_12	2	3	10	1398500	71.67	26.26
B12	Sample_12	2	3	11	1477116	71.67	26.30
B12	Sample_12	2	3	12	1555700	71.67	26.40
B12	Sample_12	2	3	13	1634300	71.67	26.50
B12	Sample_12	2	3	14	1712900	71.67	26.85
B12	Sample_12	2	3	15	1791500	71.67	27.33
B12	Sample_12	2	3	16	1870000	71.67	28.47
B12	Sample_12	2	3	17	1948400	71.67	30.21
B12	Sample_12	2	3	18	2026883	71.67	33.04
B12	Sample_12	2	3	19	2105400	71.67	36.82
B12	Sample_12	2	3	20	2184000	71.67	41.73
B12	Sample_12	2	3	21	2262583	71.67	47.27
B12	Sample_12	2	3	22	2341200	71.67	53.07
B12	Sample_12	2	3	23	2419783	71.64	58.63
B12	Sample_12	2	3	24	2498383	71.67	63.91
B12	Sample_12	2	3	25	2576883	71.67	68.93
B12	Sample_12	2	3	26	2655483	71.67	73.32
B12	Sample_12	2	3	27	2733983	71.67	76.76
B12	Sample_12	2	3	28	2812583	71.67	79.73
B12	Sample_12	2	3	29	2891200	71.67	82.22
B12	Sample_12	2	3	30	2969766	71.67	84.04
B12	Sample_12	2	3	31	3048266	71.67	85.35
B12	Sample_12	2	3	32	3126683	71.67	86.46
B12	Sample_12	2	3	33	3205266	71.67	86.99
B12	Sample_12	2	3	34	3283766	71.67	87.62
B12	Sample_12	2	3	35	3362366	71.67	88.03
B12	Sample_12	2	3	36	3440966	71.67	88.42
B12	Sample_12	2	3	37	3519566	71.67	88.63
B12	Sample_12	2	3	38	3598166	71.67	88.96
B12	Sample_12	2	3	39	3676750	71.67	89.06
B12	Sample_12	2	3	40	3755266	71.67	89.26
B12	Sample_12	2	3	41	3833866	71.67	89.66
B12	Sample_12	2	3	42	3912466	71.67	89.76
B12	Sample_12	2	3	43	3991050	71.67	90.08
B12	Sample_12	2	3	44	4069550	71.67	90.27
B12	Sample_12	2	3	45	4148150	71.67	90.37
C1	Sample_1	2	3	1	691600	71.79	41322
C1	Sample_1	2	3	2	770133	71.64	16.89
C1	Sample_1	2	3	3	848716	71.64	16.86
C1	Sample_1	2	3	4	927233	71.67	16.81
C1	Sample_1	2	3	5	1005816	71.67	16.79
C1	Sample_1	2	3	6	1084316	71.67	16.84
C1	Sample_1	2	3	7	1162916	71.67	16.80
C1	Sample_1	2	3	8	1241416	71.67	16.84
C1	Sample_1	2	3	9	1320000	71.67	16.78
C1	Sample_1	2	3	10	1398500	71.67	16.82
C1	Sample_1	2	3	11	1477116	71.67	16.82
C1	Sample_1	2	3	12	1555700	71.67	16.80
C1	Sample_1	2	3	13	1634300	71.67	16.82
C1	Sample_1	2	3	14	1712900	71.67	16.85
C1	Sample_1	2	3	15	1791500	71.67	16.79
C1	Sample_1	2	3	16	1870000	71.67	16.84
C1	Sample_1	2	3	17	1948400	71.67	16.72
C1	Sample_1	2	3	18	2026883	71.67	16.77
C1	Sample_1	2	3	19	2105400	71.67	16.78
C1	Sample_1	2	3	20	2184000	71.67	16.81
C1	Sample_1	2	3	21	2262583	71.67	16.82
C1	Sample_1	2	3	22	2341200	71.67	16.77
C1	Sample_1	2	3	23	2419783	71.64	16.89
C1	Sample_1	2	3	24	2498383	71.67	16.84
C1	Sample_1	2	3	25	2576883	71.67	16.84
C1	Sample_1	2	3	26	2655483	71.67	16.84
C1	Sample_1	2	3	27	2733983	71.67	16.85
C1	Sample_1	2	3	28	2812583	71.67	16.88
C1	Sample_1	2	3	29	2891200	71.67	16.88
C1	Sample_1	2	3	30	2969766	71.67	16.89
C1	Sample_1	2	3	31	3048266	71.67	16.98
C1	Sample_1	2	3	32	3126683	71.67	16.97
C1	Sample_1	2	3	33	3205266	71.67	17.17
C1	Sample_1	2	3	34	3283766	71.67	17.23
C1	Sample_1	2	3	35	3362366	71.67	17.58
C1	Sample_1	2	3	36	3440966	71.67	17.91
C1	Sample_1	2	3	37	3519566	71.67	18.72
C1	Sample_1	2	3	38	3598166	71.67	19.84
C1	Sample_1	2	3	39	3676750	71.67	21.00
C1	Sample_1	2	3	40	3755266	71.67	22.42
C1	Sample_1	2	3	41	3833866	71.67	23.73
C1	Sample_1	2	3	42	3912466	71.67	41511
C1	Sample_1	2	3	43	3991050	71.67	26.41
C1	Sample_1	2	3	44	4069550	71.67	27.72
C1	Sample_1	2	3	45	4148150	71.67	28.86
C2	Sample_13	2	3	1	691600	71.79	16.60
C2	Sample_13	2	3	2	770133	71.64	16.55
C2	Sample_13	2	3	3	848716	71.64	16.54
C2	Sample_13	2	3	4	927233	71.67	16.51
C2	Sample_13	2	3	5	1005816	71.67	16.43
C2	Sample_13	2	3	6	1084316	71.67	16.44
C2	Sample_13	2	3	7	1162916	71.67	16.42
C2	Sample_13	2	3	8	1241416	71.67	16.43
C2	Sample_13	2	3	9	1320000	71.67	16.44
C2	Sample_13	2	3	10	1398500	71.67	16.44
C2	Sample_13	2	3	11	1477116	71.67	16.43
C2	Sample_13	2	3	12	1555700	71.67	16.39
C2	Sample_13	2	3	13	1634300	71.67	16.41
C2	Sample_13	2	3	14	1712900	71.67	16.40
C2	Sample_13	2	3	15	1791500	71.67	16.41
C2	Sample_13	2	3	16	1870000	71.67	16.44
C2	Sample_13	2	3	17	1948400	71.67	16.38
C2	Sample_13	2	3	18	2026883	71.67	16.36
C2	Sample_13	2	3	19	2105400	71.67	16.40
C2	Sample_13	2	3	20	2184000	71.67	16.41
C2	Sample_13	2	3	21	2262583	71.67	16.35
C2	Sample_13	2	3	22	2341200	71.67	16.39
C2	Sample_13	2	3	23	2419783	71.64	16.38
C2	Sample_13	2	3	24	2498383	71.67	16.41
C2	Sample_13	2	3	25	2576883	71.67	16.31
C2	Sample_13	2	3	26	2655483	71.67	16.43
C2	Sample_13	2	3	27	2733983	71.67	16.45
C2	Sample_13	2	3	28	2812583	71.67	16.42
C2	Sample_13	2	3	29	2891200	71.67	16.51
C2	Sample_13	2	3	30	2969766	71.67	16.52
C2	Sample_13	2	3	31	3048266	71.67	16.64
C2	Sample_13	2	3	32	3126683	71.67	16.85
C2	Sample_13	2	3	33	3205266	71.67	41472
C2	Sample_13	2	3	34	3283766	71.67	17.51
C2	Sample_13	2	3	35	3362366	71.67	18.25
C2	Sample_13	2	3	36	3440966	71.67	19.36
C2	Sample_13	2	3	37	3519566	71.67	20.78
C2	Sample_13	2	3	38	3598166	71.67	41355
C2	Sample_13	2	3	39	3676750	71.67	23.29
C2	Sample_13	2	3	40	3755266	71.67	24.63
C2	Sample_13	2	3	41	3833866	71.67	25.88
C2	Sample_13	2	3	42	3912466	71.67	27.15
C2	Sample_13	2	3	43	3991050	71.67	28.30
C2	Sample_13	2	3	44	4069550	71.67	29.21
C2	Sample_13	2	3	45	4148150	71.67	29.93
C3	Sample_13	2	3	1	691600	71.79	27.13
C3	Sample_13	2	3	2	770133	71.64	27.43
C3	Sample_13	2	3	3	848716	71.64	27.46
C3	Sample_13	2	3	4	927233	71.67	27.38
C3	Sample_13	2	3	5	1005816	71.67	27.48
C3	Sample_13	2	3	6	1084316	71.67	27.47
C3	Sample_13	2	3	7	1162916	71.67	27.46
C3	Sample_13	2	3	8	1241416	71.67	27.52
C3	Sample_13	2	3	9	1320000	71.67	27.46
C3	Sample_13	2	3	10	1398500	71.67	27.40
C3	Sample_13	2	3	11	1477116	71.67	27.50
C3	Sample_13	2	3	12	1555700	71.67	27.49
C3	Sample_13	2	3	13	1634300	71.67	27.50
C3	Sample_13	2	3	14	1712900	71.67	27.51
C3	Sample_13	2	3	15	1791500	71.67	27.59
C3	Sample_13	2	3	16	1870000	71.67	27.84
C3	Sample_13	2	3	17	1948400	71.67	41361
C3	Sample_13	2	3	18	2026883	71.67	28.57
C3	Sample_13	2	3	19	2105400	71.67	29.47
C3	Sample_13	2	3	20	2184000	71.67	41639
C3	Sample_13	2	3	21	2262583	71.67	33.75
C3	Sample_13	2	3	22	2341200	71.67	37.49
C3	Sample_13	2	3	23	2419783	71.64	42.40
C3	Sample_13	2	3	24	2498383	71.67	48.14
C3	Sample_13	2	3	25	2576883	71.67	54.09
C3	Sample_13	2	3	26	2655483	71.67	60.16
C3	Sample_13	2	3	27	2733983	71.67	65.71
C3	Sample_13	2	3	28	2812583	71.67	70.66
C3	Sample_13	2	3	29	2891200	71.67	75.14
C3	Sample_13	2	3	30	2969766	71.67	78.79
C3	Sample_13	2	3	31	3048266	71.67	81.82
C3	Sample_13	2	3	32	3126683	71.67	84.01
C3	Sample_13	2	3	33	3205266	71.67	85.66
C3	Sample_13	2	3	34	3283766	71.67	86.89
C3	Sample_13	2	3	35	3362366	71.67	87.79
C3	Sample_13	2	3	36	3440966	71.67	88.36
C3	Sample_13	2	3	37	3519566	71.67	88.90
C3	Sample_13	2	3	38	3598166	71.67	89.30
C3	Sample_13	2	3	39	3676750	71.67	89.52
C3	Sample_13	2	3	40	3755266	71.67	89.73
C3	Sample_13	2	3	41	3833866	71.67	90.18
C3	Sample_13	2	3	42	3912466	71.67	90.14
C3	Sample_13	2	3	43	3991050	71.67	90.46
C3	Sample_13	2	3	44	4069550	71.67	90.71
C3	Sample_13	2	3	45	4148150	71.67	90.94
C4	Sample_3	2	3	1	691600	71.79	41292
C4	Sample_3	2	3	2	770133	71.64	18.14
C4	Sample_3	2	3	3	848716	71.64	41473
C4	Sample_3	2	3	4	927233	71.67	41504
C4	Sample_3	2	3	5	1005816	71.67	41443
C4	Sample_3	2	3	6	1084316	71.67	41626
C4	Sample_3	2	3	7	1162916	71.67	41626
C4	Sample_3	2	3	8	1241416	71.67	41565
C4	Sample_3	2	3	9	1320000	71.67	41473
C4	Sample_3	2	3	10	1398500	71.67	41504
C4	Sample_3	2	3	11	1477116	71.67	41504
C4	Sample_3	2	3	12	1555700	71.67	41412
C4	Sample_3	2	3	13	1634300	71.67	41382
C4	Sample_3	2	3	14	1712900	71.67	41504
C4	Sample_3	2	3	15	1791500	71.67	17.97
C4	Sample_3	2	3	16	1870000	71.67	17.99
C4	Sample_3	2	3	17	1948400	71.67	18.00
C4	Sample_3	2	3	18	2026883	71.67	41323
C4	Sample_3	2	3	19	2105400	71.67	41292
C4	Sample_3	2	3	20	2184000	71.67	41351
C4	Sample_3	2	3	21	2262583	71.67	41535
C4	Sample_3	2	3	22	2341200	71.67	41412
C4	Sample_3	2	3	23	2419783	71.64	41565
C4	Sample_3	2	3	24	2498383	71.67	41504
C4	Sample_3	2	3	25	2576883	71.67	18.15
C4	Sample_3	2	3	26	2655483	71.67	18.23
C4	Sample_3	2	3	27	2733983	71.67	18.52
C4	Sample_3	2	3	28	2812583	71.67	18.86
C4	Sample_3	2	3	29	2891200	71.67	19.35
C4	Sample_3	2	3	30	2969766	71.67	20.26
C4	Sample_3	2	3	31	3048266	71.67	21.51
C4	Sample_3	2	3	32	3126683	71.67	22.88
C4	Sample_3	2	3	33	3205266	71.67	24.47
C4	Sample_3	2	3	34	3283766	71.67	26.19
C4	Sample_3	2	3	35	3362366	71.67	27.84
C4	Sample_3	2	3	36	3440966	71.67	29.63
C4	Sample_3	2	3	37	3519566	71.67	31.28
C4	Sample_3	2	3	38	3598166	71.67	32.80
C4	Sample_3	2	3	39	3676750	71.67	34.27
C4	Sample_3	2	3	40	3755266	71.67	35.49
C4	Sample_3	2	3	41	3833866	71.67	36.44
C4	Sample_3	2	3	42	3912466	71.67	37.10
C4	Sample_3	2	3	43	3991050	71.67	37.51
C4	Sample_3	2	3	44	4069550	71.67	38.00
C4	Sample_3	2	3	45	4148150	71.67	38.31
C5	Sample_14	2	3	1	691600	71.79	16.77
C5	Sample_14	2	3	2	770133	71.64	16.77
C5	Sample_14	2	3	3	848716	71.64	16.81
C5	Sample_14	2	3	4	927233	71.67	16.83
C5	Sample_14	2	3	5	1005816	71.67	16.87
C5	Sample_14	2	3	6	1084316	71.67	16.86
C5	Sample_14	2	3	7	1162916	71.67	16.90
C5	Sample_14	2	3	8	1241416	71.67	16.81
C5	Sample_14	2	3	9	1320000	71.67	16.83
C5	Sample_14	2	3	10	1398500	71.67	16.82
C5	Sample_14	2	3	11	1477116	71.67	16.88
C5	Sample_14	2	3	12	1555700	71.67	16.90
C5	Sample_14	2	3	13	1634300	71.67	16.80
C5	Sample_14	2	3	14	1712900	71.67	16.87
C5	Sample_14	2	3	15	1791500	71.67	16.83
C5	Sample_14	2	3	16	1870000	71.67	16.85
C5	Sample_14	2	3	17	1948400	71.67	16.82
C5	Sample_14	2	3	18	2026883	71.67	16.85
C5	Sample_14	2	3	19	2105400	71.67	16.85
C5	Sample_14	2	3	20	2184000	71.67	16.85
C5	Sample_14	2	3	21	2262583	71.67	16.81
C5	Sample_14	2	3	22	2341200	71.67	16.79
C5	Sample_14	2	3	23	2419783	71.64	16.78
C5	Sample_14	2	3	24	2498383	71.67	16.81
C5	Sample_14	2	3	25	2576883	71.67	16.80
C5	Sample_14	2	3	26	2655483	71.67	16.82
C5	Sample_14	2	3	27	2733983	71.67	16.89
C5	Sample_14	2	3	28	2812583	71.67	16.88
C5	Sample_14	2	3	29	2891200	71.67	16.86
C5	Sample_14	2	3	30	2969766	71.67	41291
C5	Sample_14	2	3	31	3048266	71.67	17.21
C5	Sample_14	2	3	32	3126683	71.67	17.43
C5	Sample_14	2	3	33	3205266	71.67	17.94
C5	Sample_14	2	3	34	3283766	71.67	18.68
C5	Sample_14	2	3	35	3362366	71.67	19.64
C5	Sample_14	2	3	36	3440966	71.67	20.81
C5	Sample_14	2	3	37	3519566	71.67	41477
C5	Sample_14	2	3	38	3598166	71.67	23.45
C5	Sample_14	2	3	39	3676750	71.67	24.81
C5	Sample_14	2	3	40	3755266	71.67	26.16
C5	Sample_14	2	3	41	3833866	71.67	27.54
C5	Sample_14	2	3	42	3912466	71.67	28.82
C5	Sample_14	2	3	43	3991050	71.67	29.94
C5	Sample_14	2	3	44	4069550	71.67	41578
C5	Sample_14	2	3	45	4148150	71.67	31.91
C6	Sample_14	2	3	1	691600	71.79	26.88
C6	Sample_14	2	3	2	770133	71.64	27.19
C6	Sample_14	2	3	3	848716	71.64	41574
C6	Sample_14	2	3	4	927233	71.67	27.17
C6	Sample_14	2	3	5	1005816	71.67	27.16
C6	Sample_14	2	3	6	1084316	71.67	27.14
C6	Sample_14	2	3	7	1162916	71.67	41574
C6	Sample_14	2	3	8	1241416	71.67	27.17
C6	Sample_14	2	3	9	1320000	71.67	41332
C6	Sample_14	2	3	10	1398500	71.67	41513
C6	Sample_14	2	3	11	1477116	71.67	27.16
C6	Sample_14	2	3	12	1555700	71.67	27.29
C6	Sample_14	2	3	13	1634300	71.67	27.61
C6	Sample_14	2	3	14	1712900	71.67	27.99
C6	Sample_14	2	3	15	1791500	71.67	28.95
C6	Sample_14	2	3	16	1870000	71.67	30.49
C6	Sample_14	2	3	17	1948400	71.67	32.90
C6	Sample_14	2	3	18	2026883	71.67	36.51
C6	Sample_14	2	3	19	2105400	71.67	41.08
C6	Sample_14	2	3	20	2184000	71.67	46.42
C6	Sample_14	2	3	21	2262583	71.67	51.98
C6	Sample_14	2	3	22	2341200	71.67	57.62
C6	Sample_14	2	3	23	2419783	71.64	62.90
C6	Sample_14	2	3	24	2498383	71.67	67.65
C6	Sample_14	2	3	25	2576883	71.67	71.95
C6	Sample_14	2	3	26	2655483	71.67	75.48
C6	Sample_14	2	3	27	2733983	71.67	78.36
C6	Sample_14	2	3	28	2812583	71.67	80.82
C6	Sample_14	2	3	29	2891200	71.67	82.58
C6	Sample_14	2	3	30	2969766	71.67	84.01
C6	Sample_14	2	3	31	3048266	71.67	84.99
C6	Sample_14	2	3	32	3126683	71.67	85.62
C6	Sample_14	2	3	33	3205266	71.67	86.19
C6	Sample_14	2	3	34	3283766	71.67	86.56
C6	Sample_14	2	3	35	3362366	71.67	86.94
C6	Sample_14	2	3	36	3440966	71.67	87.30
C6	Sample_14	2	3	37	3519566	71.67	87.63
C6	Sample_14	2	3	38	3598166	71.67	87.75
C6	Sample_14	2	3	39	3676750	71.67	87.92
C6	Sample_14	2	3	40	3755266	71.67	88.16
C6	Sample_14	2	3	41	3833866	71.67	88.61
C6	Sample_14	2	3	42	3912466	71.67	88.74
C6	Sample_14	2	3	43	3991050	71.67	88.93
C6	Sample_14	2	3	44	4069550	71.67	89.27
C6	Sample_14	2	3	45	4148150	71.67	89.48
C7	Sample_5	2	3	1	691600	71.79	17.43
C7	Sample_5	2	3	2	770133	71.64	17.50
C7	Sample_5	2	3	3	848716	71.64	17.50
C7	Sample_5	2	3	4	927233	71.67	17.43
C7	Sample_5	2	3	5	1005816	71.67	17.47
C7	Sample_5	2	3	6	1084316	71.67	17.51
C7	Sample_5	2	3	7	1162916	71.67	17.53
C7	Sample_5	2	3	8	1241416	71.67	17.50
C7	Sample_5	2	3	9	1320000	71.67	17.52
C7	Sample_5	2	3	10	1398500	71.67	17.51
C7	Sample_5	2	3	11	1477116	71.67	17.49
C7	Sample_5	2	3	12	1555700	71.67	17.47
C7	Sample_5	2	3	13	1634300	71.67	17.50
C7	Sample_5	2	3	14	1712900	71.67	17.37
C7	Sample_5	2	3	15	1791500	71.67	17.41
C7	Sample_5	2	3	16	1870000	71.67	17.41
C7	Sample_5	2	3	17	1948400	71.67	17.50
C7	Sample_5	2	3	18	2026883	71.67	17.41
C7	Sample_5	2	3	19	2105400	71.67	17.41
C7	Sample_5	2	3	20	2184000	71.67	17.41
C7	Sample_5	2	3	21	2262583	71.67	17.43
C7	Sample_5	2	3	22	2341200	71.67	17.44
C7	Sample_5	2	3	23	2419783	71.64	17.45
C7	Sample_5	2	3	24	2498383	71.67	17.59
C7	Sample_5	2	3	25	2576883	71.67	17.73
C7	Sample_5	2	3	26	2655483	71.67	41412
C7	Sample_5	2	3	27	2733983	71.67	18.45
C7	Sample_5	2	3	28	2812583	71.67	19.24
C7	Sample_5	2	3	29	2891200	71.67	20.23
C7	Sample_5	2	3	30	2969766	71.67	21.56
C7	Sample_5	2	3	31	3048266	71.67	22.97
C7	Sample_5	2	3	32	3126683	71.67	24.56
C7	Sample_5	2	3	33	3205266	71.67	41451
C7	Sample_5	2	3	34	3283766	71.67	27.66
C7	Sample_5	2	3	35	3362366	71.67	29.16
C7	Sample_5	2	3	36	3440966	71.67	30.41
C7	Sample_5	2	3	37	3519566	71.67	31.67
C7	Sample_5	2	3	38	3598166	71.67	32.64
C7	Sample_5	2	3	39	3676750	71.67	33.34
C7	Sample_5	2	3	40	3755266	71.67	33.81
C7	Sample_5	2	3	41	3833866	71.67	34.09
C7	Sample_5	2	3	42	3912466	71.67	34.38
C7	Sample_5	2	3	43	3991050	71.67	34.59
C7	Sample_5	2	3	44	4069550	71.67	34.92
C7	Sample_5	2	3	45	4148150	71.67	35.09
C8	Sample_15	2	3	1	691600	71.79	16.96
C8	Sample_15	2	3	2	770133	71.64	41442
C8	Sample_15	2	3	3	848716	71.64	16.99
C8	Sample_15	2	3	4	927233	71.67	41564
C8	Sample_15	2	3	5	1005816	71.67	41322
C8	Sample_15	2	3	6	1084316	71.67	41291
C8	Sample_15	2	3	7	1162916	71.67	41322
C8	Sample_15	2	3	8	1241416	71.67	17.00
C8	Sample_15	2	3	9	1320000	71.67	17.00
C8	Sample_15	2	3	10	1398500	71.67	16.98
C8	Sample_15	2	3	11	1477116	71.67	41322
C8	Sample_15	2	3	12	1555700	71.67	16.96
C8	Sample_15	2	3	13	1634300	71.67	16.94
C8	Sample_15	2	3	14	1712900	71.67	16.93
C8	Sample_15	2	3	15	1791500	71.67	16.95
C8	Sample_15	2	3	16	1870000	71.67	17.00
C8	Sample_15	2	3	17	1948400	71.67	17.00
C8	Sample_15	2	3	18	2026883	71.67	16.93
C8	Sample_15	2	3	19	2105400	71.67	16.96
C8	Sample_15	2	3	20	2184000	71.67	16.92
C8	Sample_15	2	3	21	2262583	71.67	17.00
C8	Sample_15	2	3	22	2341200	71.67	41322
C8	Sample_15	2	3	23	2419783	71.64	41291
C8	Sample_15	2	3	24	2498383	71.67	17.15
C8	Sample_15	2	3	25	2576883	71.67	17.31
C8	Sample_15	2	3	26	2655483	71.67	17.66
C8	Sample_15	2	3	27	2733983	71.67	18.15
C8	Sample_15	2	3	28	2812583	71.67	18.96
C8	Sample_15	2	3	29	2891200	71.67	41414
C8	Sample_15	2	3	30	2969766	71.67	21.39
C8	Sample_15	2	3	31	3048266	71.67	22.80
C8	Sample_15	2	3	32	3126683	71.67	24.27
C8	Sample_15	2	3	33	3205266	71.67	25.79
C8	Sample_15	2	3	34	3283766	71.67	27.21
C8	Sample_15	2	3	35	3362366	71.67	28.69
C8	Sample_15	2	3	36	3440966	71.67	29.86
C8	Sample_15	2	3	37	3519566	71.67	31.00
C8	Sample_15	2	3	38	3598166	71.67	31.91
C8	Sample_15	2	3	39	3676750	71.67	32.49
C8	Sample_15	2	3	40	3755266	71.67	32.99
C8	Sample_15	2	3	41	3833866	71.67	33.25
C8	Sample_15	2	3	42	3912466	71.67	33.49
C8	Sample_15	2	3	43	3991050	71.67	33.63
C8	Sample_15	2	3	44	4069550	71.67	33.96
C8	Sample_15	2	3	45	4148150	71.67	34.23
C9	Sample_15	2	3	1	691600	71.79	27.86
C9	Sample_15	2	3	2	770133	71.64	28.19
C9	Sample_15	2	3	3	848716	71.64	28.22
C9	Sample_15	2	3	4	927233	71.67	41606
C9	Sample_15	2	3	5	1005816	71.67	28.15
C9	Sample_15	2	3	6	1084316	71.67	28.17
C9	Sample_15	2	3	7	1162916	71.67	41606
C9	Sample_15	2	3	8	1241416	71.67	41483
C9	Sample_15	2	3	9	1320000	71.67	41422
C9	Sample_15	2	3	10	1398500	71.67	28.14
C9	Sample_15	2	3	11	1477116	71.67	28.17
C9	Sample_15	2	3	12	1555700	71.67	28.22
C9	Sample_15	2	3	13	1634300	71.67	28.37
C9	Sample_15	2	3	14	1712900	71.67	28.73
C9	Sample_15	2	3	15	1791500	71.67	29.31
C9	Sample_15	2	3	16	1870000	71.67	30.55
C9	Sample_15	2	3	17	1948400	71.67	32.41
C9	Sample_15	2	3	18	2026883	71.67	35.50
C9	Sample_15	2	3	19	2105400	71.67	39.79
C9	Sample_15	2	3	20	2184000	71.67	45.13
C9	Sample_15	2	3	21	2262583	71.67	50.98
C9	Sample_15	2	3	22	2341200	71.67	57.03
C9	Sample_15	2	3	23	2419783	71.64	63.19
C9	Sample_15	2	3	24	2498383	71.67	68.77
C9	Sample_15	2	3	25	2576883	71.67	73.65
C9	Sample_15	2	3	26	2655483	71.67	78.04
C9	Sample_15	2	3	27	2733983	71.67	81.54
C9	Sample_15	2	3	28	2812583	71.67	84.50
C9	Sample_15	2	3	29	2891200	71.67	86.62
C9	Sample_15	2	3	30	2969766	71.67	88.20
C9	Sample_15	2	3	31	3048266	71.67	89.53
C9	Sample_15	2	3	32	3126683	71.67	90.43
C9	Sample_15	2	3	33	3205266	71.67	91.14
C9	Sample_15	2	3	34	3283766	71.67	91.58
C9	Sample_15	2	3	35	3362366	71.67	91.81
C9	Sample_15	2	3	36	3440966	71.67	92.31
C9	Sample_15	2	3	37	3519566	71.67	92.51
C9	Sample_15	2	3	38	3598166	71.67	92.86
C9	Sample_15	2	3	39	3676750	71.67	93.03
C9	Sample_15	2	3	40	3755266	71.67	93.19
C9	Sample_15	2	3	41	3833866	71.67	93.38
C9	Sample_15	2	3	42	3912466	71.67	93.70
C9	Sample_15	2	3	43	3991050	71.67	93.86
C9	Sample_15	2	3	44	4069550	71.67	94.26
C9	Sample_15	2	3	45	4148150	71.67	94.28
C10	Sample_7	2	3	1	691600	71.79	41443
C10	Sample_7	2	3	2	770133	71.64	41535
C10	Sample_7	2	3	3	848716	71.64	18.00
C10	Sample_7	2	3	4	927233	71.67	41443
C10	Sample_7	2	3	5	1005816	71.67	18.00
C10	Sample_7	2	3	6	1084316	71.67	17.98
C10	Sample_7	2	3	7	1162916	71.67	17.96
C10	Sample_7	2	3	8	1241416	71.67	41382
C10	Sample_7	2	3	9	1320000	71.67	17.97
C10	Sample_7	2	3	10	1398500	71.67	41292
C10	Sample_7	2	3	11	1477116	71.67	17.95
C10	Sample_7	2	3	12	1555700	71.67	17.96
C10	Sample_7	2	3	13	1634300	71.67	17.94
C10	Sample_7	2	3	14	1712900	71.67	17.96
C10	Sample_7	2	3	15	1791500	71.67	17.90
C10	Sample_7	2	3	16	1870000	71.67	17.95
C10	Sample_7	2	3	17	1948400	71.67	17.89
C10	Sample_7	2	3	18	2026883	71.67	17.89
C10	Sample_7	2	3	19	2105400	71.67	17.92
C10	Sample_7	2	3	20	2184000	71.67	17.92
C10	Sample_7	2	3	21	2262583	71.67	17.98
C10	Sample_7	2	3	22	2341200	71.67	17.93
C10	Sample_7	2	3	23	2419783	71.64	17.95
C10	Sample_7	2	3	24	2498383	71.67	41351
C10	Sample_7	2	3	25	2576883	71.67	18.17
C10	Sample_7	2	3	26	2655483	71.67	18.26
C10	Sample_7	2	3	27	2733983	71.67	18.57
C10	Sample_7	2	3	28	2812583	71.67	41474
C10	Sample_7	2	3	29	2891200	71.67	19.83
C10	Sample_7	2	3	30	2969766	71.67	20.96
C10	Sample_7	2	3	31	3048266	71.67	22.36
C10	Sample_7	2	3	32	3126683	71.67	23.97
C10	Sample_7	2	3	33	3205266	71.67	25.78
C10	Sample_7	2	3	34	3283766	71.67	27.45
C10	Sample_7	2	3	35	3362366	71.67	29.29
C10	Sample_7	2	3	36	3440966	71.67	30.94
C10	Sample_7	2	3	37	3519566	71.67	32.50
C10	Sample_7	2	3	38	3598166	71.67	33.89
C10	Sample_7	2	3	39	3676750	71.67	34.89
C10	Sample_7	2	3	40	3755266	71.67	35.66
C10	Sample_7	2	3	41	3833866	71.67	36.03
C10	Sample_7	2	3	42	3912466	71.67	36.49
C10	Sample_7	2	3	43	3991050	71.67	36.70
C10	Sample_7	2	3	44	4069550	71.67	37.04
C10	Sample_7	2	3	45	4148150	71.67	37.20
C11	Sample_16	2	3	1	691600	71.79	16.49
C11	Sample_16	2	3	2	770133	71.64	16.53
C11	Sample_16	2	3	3	848716	71.64	16.57
C11	Sample_16	2	3	4	927233	71.67	16.55
C11	Sample_16	2	3	5	1005816	71.67	16.54
C11	Sample_16	2	3	6	1084316	71.67	16.49
C11	Sample_16	2	3	7	1162916	71.67	16.50
C11	Sample_16	2	3	8	1241416	71.67	16.46
C11	Sample_16	2	3	9	1320000	71.67	16.51
